iter	Logloss	Accuracy	F1
0	0.6095560357	0.7625390625	0.6529022828
1	0.553426298	0.7888671875	0.7125519853
2	0.5095209473	0.8043515625	0.7361422807
3	0.4780294517	0.813953125	0.7468965224
4	0.4562316076	0.8189140625	0.7541811163
5	0.4356215687	0.8278203125	0.7653953013
6	0.4170485197	0.8356796875	0.7773649614
7	0.4054905825	0.8386640625	0.7826736685
8	0.3862069224	0.8477578125	0.7963293931
9	0.377011288	0.85190625	0.8024799416
10	0.3675058455	0.8571171875	0.8096303775
11	0.357808869	0.8614140625	0.8158230805
12	0.3518953349	0.863953125	0.8199172699
13	0.343298144	0.866578125	0.8239708095
14	0.3353229865	0.8700234375	0.8288603376
15	0.328200936	0.87315625	0.8333230674
16	0.3216735769	0.8756796875	0.8370387818
17	0.3176997829	0.8774453125	0.8396356611
18	0.3112919792	0.8797734375	0.8432365255
19	0.3026571773	0.884125	0.8493234183
20	0.2998479557	0.88509375	0.8507014231
21	0.2966490784	0.886234375	0.8524948846
22	0.2922331849	0.8876953125	0.8546790809
23	0.2872426444	0.890328125	0.8582306605
24	0.2853582698	0.8910546875	0.8593275565
25	0.2825052823	0.892171875	0.8608893727
26	0.2772980961	0.8943671875	0.8640162525
27	0.2741854871	0.8957109375	0.865891761
28	0.272294203	0.896296875	0.8667135255
29	0.2714100516	0.8968046875	0.8674261053
30	0.2697534918	0.8970546875	0.8678401284
31	0.2680369383	0.8977109375	0.8686773453
32	0.2655988207	0.8992734375	0.870740388
33	0.2628091643	0.8996875	0.871360731
34	0.260393461	0.900671875	0.8726434939
35	0.2580164536	0.9016796875	0.8740429365
36	0.2544567443	0.903265625	0.8762196097
37	0.2530178934	0.903828125	0.8769467602
38	0.2520590521	0.90425	0.8775306273
39	0.2501465783	0.904828125	0.8782822429
40	0.2468537756	0.9062578125	0.8802076574
41	0.2457908454	0.9065390625	0.8805980577
42	0.2446791944	0.9067421875	0.8809169901
43	0.2420552202	0.9080625	0.8826626251
44	0.2410063122	0.90846875	0.8831811112
45	0.2383423676	0.909671875	0.8847625882
46	0.237214577	0.91003125	0.8852782371
47	0.2356384175	0.910703125	0.8861803191
48	0.2353548275	0.9108671875	0.8863905679
49	0.2340928146	0.91146875	0.8871651897
50	0.2318860746	0.9125078125	0.8884817223
51	0.2299893265	0.9129765625	0.8891807193
52	0.2292696133	0.91340625	0.8897465484
53	0.2281506404	0.9138125	0.8902878056
54	0.2263489597	0.9143359375	0.8909660419
55	0.2242873652	0.915015625	0.8918816841
56	0.2216657878	0.91615625	0.8933815494
57	0.2202307257	0.91690625	0.8943562645
58	0.2199025334	0.9172734375	0.8948345897
59	0.2192132668	0.9175546875	0.8952025343
60	0.2182493413	0.9178515625	0.8956130685
61	0.2167424234	0.918140625	0.8960453995
62	0.2141234644	0.9196875	0.8980543049
63	0.2125788139	0.9207109375	0.8993803599
64	0.2111942917	0.92128125	0.9001090513
65	0.2107525825	0.921515625	0.9004202847
66	0.2103382735	0.9216875	0.9006363871
67	0.2100053463	0.921765625	0.9007571553
68	0.2097079928	0.921921875	0.9009455468
69	0.2091457367	0.92221875	0.9013026151
70	0.2088218001	0.92240625	0.9015698089
71	0.2074681836	0.9230703125	0.9024518302
72	0.2069327469	0.9233125	0.9027598914
73	0.2066629559	0.9233515625	0.9028007569
74	0.2063542863	0.9236015625	0.903119706
75	0.2060535864	0.92390625	0.9035127692
76	0.2050402926	0.924265625	0.9039589443
77	0.2042792426	0.924453125	0.9042081071
78	0.2036023383	0.9246796875	0.9044925454
79	0.2030721216	0.924828125	0.904681711
80	0.2025075821	0.925171875	0.9051251065
81	0.2020342896	0.92540625	0.9054222715
82	0.2017302583	0.9256484375	0.9057396127
83	0.2013566876	0.9258515625	0.9060008517
84	0.2005050684	0.926296875	0.9065626052
85	0.1999452466	0.926421875	0.9067284648
86	0.1981164915	0.9275234375	0.9081566989
87	0.1978095899	0.9276640625	0.9083621176
88	0.1963376561	0.9283828125	0.9092690652
89	0.1946990438	0.929171875	0.9102820386
90	0.1934424293	0.929546875	0.9107552846
91	0.1919001227	0.92996875	0.9113300493
92	0.1915169131	0.930125	0.9115436348
93	0.1911881254	0.9302734375	0.9117341641
94	0.190885554	0.9305234375	0.9120558539
95	0.1902819944	0.9307421875	0.9123535518
96	0.1899898124	0.9306953125	0.9123011675
97	0.1888504729	0.9312265625	0.9129837394
98	0.1886483222	0.931453125	0.9132729717
99	0.1875617657	0.9317421875	0.9136463821
100	0.1870189901	0.9321015625	0.9141027288
101	0.1857112955	0.93278125	0.9149667932
102	0.1846983231	0.93321875	0.9155386044
103	0.1841619011	0.9333984375	0.9157850023
104	0.1838133029	0.9335703125	0.9160139466
105	0.1831464564	0.933875	0.9164098918
106	0.1828507377	0.934078125	0.9166633746
107	0.1826108173	0.9342890625	0.9169292155
108	0.1822223372	0.934515625	0.9172197203
109	0.1818722718	0.934546875	0.9172461478
110	0.1817322492	0.934578125	0.9172921934
111	0.1815984449	0.934671875	0.9174090828
112	0.1812676944	0.934828125	0.9176017384
113	0.1810550748	0.9349375	0.917753022
114	0.1804977327	0.9354140625	0.9183256108
115	0.1794891806	0.9358515625	0.9189109116
116	0.1792457511	0.935859375	0.9189183851
117	0.1790786122	0.935984375	0.9190779988
118	0.1787149485	0.9360078125	0.9191291899
119	0.1784443961	0.93625	0.9194376432
120	0.176951264	0.9369765625	0.9203833286
121	0.1758237501	0.93746875	0.9210027635
122	0.1746503614	0.9377578125	0.9213718233
123	0.1736869817	0.9380703125	0.9217774006
124	0.172355914	0.9386953125	0.9225912736
125	0.1715042625	0.93909375	0.9231148543
126	0.1708628047	0.939484375	0.9236124808
127	0.170440741	0.9396640625	0.9238430514
128	0.1701757247	0.9397109375	0.9239037185
129	0.1695103149	0.939828125	0.9240763377
130	0.1684223124	0.9402109375	0.9245734898
131	0.1677016206	0.9405859375	0.9250731534
132	0.1669162941	0.9407578125	0.9252722345
133	0.1660632916	0.9408828125	0.9254504793
134	0.1657669391	0.94128125	0.925965327
135	0.1654765793	0.941421875	0.926144087
136	0.1651105706	0.941546875	0.9262958804
137	0.1649196887	0.941625	0.9263987392
138	0.1648660722	0.9416640625	0.9264574079
139	0.1646556764	0.94184375	0.9266817689
140	0.164234277	0.942	0.926878755
141	0.1639035203	0.942140625	0.9270488574
142	0.1635914908	0.9424921875	0.9274914055
143	0.1631802704	0.94271875	0.9277678167
144	0.1625268885	0.9432109375	0.9283976399
145	0.1622150342	0.9433671875	0.9285847988
146	0.1619250425	0.9435625	0.9288275862
147	0.1616774684	0.9437578125	0.9290689998
148	0.1613943386	0.9440390625	0.9294306572
149	0.1611213557	0.94415625	0.9295874542
150	0.1608914586	0.9443515625	0.9298274996
151	0.1606189683	0.944546875	0.9300827423
152	0.1603518348	0.9446796875	0.930244013
153	0.1599624848	0.94475	0.9303347322
154	0.1597621624	0.944859375	0.9304740139
155	0.1595629728	0.9449296875	0.9305619859
156	0.1592941545	0.945109375	0.9308042309
157	0.1590766481	0.94515625	0.9308537883
158	0.1587826596	0.94525	0.9309828639
159	0.1585613627	0.945359375	0.9311098853
160	0.1583025616	0.9455546875	0.9313622172
161	0.1580280829	0.9458046875	0.9316773857
162	0.1575824788	0.945984375	0.9319126307
163	0.1571774273	0.9461484375	0.9321267859
164	0.1570061882	0.9462578125	0.932252632
165	0.1567125153	0.9465	0.9325612542
166	0.1564003061	0.9466796875	0.9327857713
167	0.1559749252	0.9468046875	0.9329644689
168	0.1557136878	0.9469609375	0.9331521579
169	0.155545348	0.9471171875	0.9333451498
170	0.155341084	0.9471796875	0.9334265486
171	0.1550976098	0.947203125	0.9334554335
172	0.1548051427	0.9472578125	0.9335250155
173	0.1545736387	0.947328125	0.933612982
174	0.1541995267	0.9475859375	0.9339489825
175	0.1539774659	0.94765625	0.9340408356
176	0.1539168576	0.94765625	0.9340434329
177	0.1537143539	0.9477265625	0.9341326797
178	0.1534320589	0.94790625	0.9343584493
179	0.1531268796	0.94803125	0.9345198252
180	0.1523758853	0.9483203125	0.9348782721
181	0.1522127563	0.948390625	0.934970074
182	0.1519344841	0.9483984375	0.9349831183
183	0.1510799501	0.948921875	0.9356546729
184	0.1502198143	0.94903125	0.9358025663
185	0.1499507922	0.9491875	0.9360132224
186	0.1497038391	0.94940625	0.9362874346
187	0.1487245965	0.9499375	0.9369799965
188	0.1482554689	0.9501015625	0.9371772552
189	0.1478929795	0.9501953125	0.9373150178
190	0.1477115577	0.950359375	0.9375110639
191	0.1469740447	0.95084375	0.9381317601
192	0.1466980347	0.950953125	0.9382633494
193	0.1464447	0.951046875	0.9383849906
194	0.1462507854	0.951171875	0.9385435308
195	0.1460618856	0.9513046875	0.9387125004
196	0.1453014047	0.9516796875	0.9391689206
197	0.1449199583	0.951859375	0.9394064547
198	0.1442769123	0.952	0.9395703832
199	0.1440694338	0.9521171875	0.9397244377
200	0.1437704012	0.952140625	0.9397569035
201	0.1435440173	0.9521796875	0.9398042976
202	0.1430711346	0.952328125	0.939981115
203	0.1425414131	0.9525703125	0.9402936635
204	0.1423545844	0.9526484375	0.940397872
205	0.1420526706	0.9528203125	0.9406188851
206	0.1414710234	0.9530625	0.9409359025
207	0.1413992411	0.953078125	0.9409602076
208	0.1408148927	0.9535	0.9414806804
209	0.1405412686	0.9538125	0.9418888103
210	0.1401073836	0.953921875	0.9420230021
211	0.139379065	0.954140625	0.9423107163
212	0.1391746056	0.9543203125	0.9425294135
213	0.1389818723	0.9545390625	0.9428113729
214	0.13869664	0.9546484375	0.9429534488
215	0.1382131059	0.9550234375	0.9434273754
216	0.1379760974	0.9550625	0.9434681763
217	0.1374010786	0.9554765625	0.9439841162
218	0.1369537656	0.9556953125	0.9442680949
219	0.1367245015	0.9558203125	0.9444209657
220	0.1364723012	0.9558984375	0.9445116137
221	0.1362507785	0.955984375	0.9446224616
222	0.1359947862	0.95625	0.944963145
223	0.1358050192	0.956359375	0.9451018162
224	0.1354410214	0.95640625	0.9451672497
225	0.1351061546	0.9566875	0.9455231507
226	0.1348442664	0.956859375	0.9457425276
227	0.1345995855	0.9569453125	0.9458522063
228	0.1344234626	0.95703125	0.9459586928
229	0.1341864281	0.957203125	0.9461759157
230	0.1339568188	0.957265625	0.9462534636
231	0.133778724	0.9573125	0.9463187472
232	0.1335924458	0.9573671875	0.9463838316
233	0.1333560177	0.957625	0.9467117285
234	0.1331904264	0.9576953125	0.9467985813
235	0.1329480607	0.957875	0.9470333988
236	0.1327311803	0.957953125	0.9471264368
237	0.1324493578	0.9580859375	0.9473012131
238	0.1322598496	0.9581796875	0.9474242499
239	0.1320655647	0.9582890625	0.9475607241
240	0.1318774317	0.9584140625	0.9477147937
241	0.1316457117	0.958453125	0.9477623669
242	0.131482677	0.9586875	0.9480662332
243	0.1312276143	0.958734375	0.9481221026
244	0.1310672092	0.958828125	0.9482491113
245	0.1308811871	0.9589296875	0.9483793046
246	0.1306957214	0.95928125	0.9488186657
247	0.1304617137	0.9594375	0.9490110581
248	0.130225892	0.9594375	0.9490050484
249	0.1300046637	0.9597109375	0.9493512999
250	0.1298268716	0.959765625	0.9494205461
251	0.1296571575	0.9599375	0.9496376029
252	0.1291840148	0.9601328125	0.9498806683
253	0.1289983569	0.9602890625	0.950084943
254	0.128735948	0.9603828125	0.950201805
255	0.1283502583	0.9604765625	0.9503215987
256	0.128166697	0.96065625	0.950545026
257	0.1279612074	0.960703125	0.9506078281
258	0.127405248	0.9609453125	0.9509175348
259	0.127192536	0.9609453125	0.9509088588
260	0.1268819337	0.9611484375	0.9511584282
261	0.1262499636	0.9613203125	0.9513821378
262	0.1259223295	0.9613203125	0.9513869115
263	0.1257383885	0.9614453125	0.951545916
264	0.1254796244	0.9617265625	0.9519088241
265	0.1253245591	0.9617578125	0.9519480902
266	0.1250938412	0.9619296875	0.9521678102
267	0.1249400245	0.9619921875	0.9522472737
268	0.1247748688	0.9620703125	0.9523463649
269	0.1245554533	0.9620859375	0.9523631902
270	0.1243724169	0.9622421875	0.9525613718
271	0.124259866	0.9623046875	0.9526426854
272	0.124060155	0.9624296875	0.9527987986
273	0.1238303877	0.9626015625	0.9530156549
274	0.1235753253	0.9627890625	0.953254885
275	0.1233427183	0.9627734375	0.9532352566
276	0.1229582377	0.962921875	0.9534249264
277	0.1227808267	0.963109375	0.9536631798
278	0.1226834189	0.9631328125	0.9536894376
279	0.1222522788	0.963421875	0.9540502876
280	0.1220709819	0.96359375	0.954263505
281	0.121829966	0.963734375	0.9544437466
282	0.1216297005	0.9638671875	0.9546190453
283	0.1214098043	0.9640546875	0.9548536497
284	0.1212252565	0.9641171875	0.9549188775
285	0.1207340593	0.96428125	0.9551412873
286	0.1201143076	0.96434375	0.9552303225
287	0.1197818661	0.96446875	0.9553846456
288	0.1192719237	0.964734375	0.9557268679
289	0.1189391929	0.9648203125	0.9558325895
290	0.1185572571	0.9649609375	0.9560100044
291	0.1182360943	0.9651015625	0.9561874123
292	0.1180294572	0.9653046875	0.9564492562
293	0.1178421415	0.965453125	0.9566283495
294	0.1176776703	0.965578125	0.956792908
295	0.1176440964	0.9655625	0.9567775337
296	0.1174693319	0.9657421875	0.9570034809
297	0.1172643771	0.9659140625	0.9572166819
298	0.1170864576	0.966015625	0.9573429042
299	0.1168950241	0.9660078125	0.9573360266
300	0.1166782018	0.966265625	0.957657534
301	0.1164912096	0.966375	0.9577956462
302	0.1162971992	0.9664140625	0.9578500485
303	0.1160688374	0.96653125	0.9579942345
304	0.1158927544	0.9666796875	0.9581793044
305	0.115671887	0.966796875	0.9583259791
306	0.115596249	0.966828125	0.958362752
307	0.1154486773	0.9669296875	0.9584922682
308	0.115284379	0.9670234375	0.9586115605
309	0.115114163	0.9670859375	0.9586908135
310	0.1149137035	0.967171875	0.9588031138
311	0.1145184902	0.9672265625	0.9588648866
312	0.1143121852	0.9674921875	0.9591998823
313	0.1140959314	0.96759375	0.9593261556
314	0.1139139356	0.9677265625	0.9594868928
315	0.113703481	0.96790625	0.9597160116
316	0.1135165828	0.9681953125	0.9600815822
317	0.1131628709	0.9684140625	0.9603561378
318	0.1130360686	0.968359375	0.9602855518
319	0.1129425333	0.968375	0.9603043853
320	0.1128439787	0.9684375	0.960385166
321	0.1125622736	0.9684765625	0.960436134
322	0.1123882372	0.9686015625	0.9605906983
323	0.1121095342	0.96859375	0.960580506
324	0.1119188047	0.9686015625	0.9605930168
325	0.1117704064	0.9686171875	0.9606087647
326	0.1116199404	0.968703125	0.960716247
327	0.1114294617	0.9687890625	0.9608221945
328	0.1112148997	0.96884375	0.9608935261
329	0.1110347884	0.969015625	0.9611092589
330	0.1108707666	0.9691328125	0.9612552096
331	0.1106456218	0.9693125	0.9614818883
332	0.1105013366	0.96934375	0.9615211124
333	0.1102913892	0.9695390625	0.9617696373
334	0.1101470711	0.9696328125	0.9618887941
335	0.1099273827	0.9697421875	0.9620208478
336	0.1097547383	0.9698515625	0.9621573915
337	0.1095660878	0.9699375	0.9622663712
338	0.1094070048	0.97009375	0.9624610195
339	0.1092061648	0.9700703125	0.9624356523
340	0.109055807	0.9701171875	0.9624930134
341	0.1089312687	0.9702109375	0.9626121488
342	0.1087230291	0.9703828125	0.9628285958
343	0.1085693123	0.9704296875	0.962886699
344	0.1084647102	0.9705078125	0.9629869302
345	0.108254598	0.9706484375	0.963164861
346	0.108015091	0.9708515625	0.9634154712
347	0.1078214175	0.9708984375	0.9634721555
348	0.107618239	0.97096875	0.9635579092
349	0.1071084458	0.971296875	0.9639881594
350	0.1069358929	0.9714296875	0.9641537361
351	0.1068091078	0.9714140625	0.9641334287
352	0.1066461241	0.9715078125	0.9642510562
353	0.1062861608	0.9714921875	0.9642300491
354	0.1059492955	0.9716484375	0.9644295894
355	0.105759036	0.971734375	0.9645391461
356	0.1054996862	0.9718828125	0.9647243323
357	0.1053189111	0.9719375	0.9647877659
358	0.1051545732	0.971984375	0.9648486512
359	0.1049753399	0.9720703125	0.9649609425
360	0.1048575393	0.972125	0.9650305786
361	0.1046218673	0.9722421875	0.9651779326
362	0.1044791435	0.972421875	0.9654016544
363	0.1042840109	0.972578125	0.9655963303
364	0.1041366303	0.972625	0.9656544667
365	0.1039010043	0.972546875	0.9655591493
366	0.1037447196	0.9726796875	0.965725431
367	0.1036269934	0.97275	0.9658153165
368	0.1034943192	0.972796875	0.9658734515
369	0.1033263972	0.97290625	0.9660113296
370	0.1031529266	0.972953125	0.9660688033
371	0.1030424289	0.97303125	0.96616814
372	0.1028019634	0.9730390625	0.9661802609
373	0.1026609543	0.97296875	0.9660890701
374	0.102534459	0.973046875	0.9661870786
375	0.1023907013	0.97309375	0.9662478684
376	0.1022832397	0.973140625	0.9663079908
377	0.1020729061	0.9733671875	0.9665925149
378	0.1019689985	0.9734609375	0.9667146791
379	0.1018496614	0.9735703125	0.9668479592
380	0.1016811506	0.9737109375	0.9670295216
381	0.101516373	0.973734375	0.9670592385
382	0.1013555644	0.9738359375	0.9671862906
383	0.1011953459	0.9739921875	0.9673809734
384	0.1010201494	0.974078125	0.967490349
385	0.1007005491	0.974234375	0.9676831419
386	0.1005896395	0.974328125	0.967800729
387	0.1004266682	0.9744453125	0.9679530514
388	0.1002525806	0.97446875	0.9679840116
389	0.1001448027	0.974578125	0.9681205424
390	0.1000195585	0.9745859375	0.9681325248
391	0.09982862637	0.9746484375	0.968207781
392	0.09965814525	0.9747890625	0.9683890875
393	0.09954286425	0.9748515625	0.9684680714
394	0.09939160472	0.9748828125	0.9685097213
395	0.09914685389	0.9749609375	0.9686076693
396	0.09905866599	0.9750390625	0.9687043912
397	0.09897533319	0.97503125	0.968693676
398	0.09878925947	0.975171875	0.9688706044
399	0.09851551029	0.9750859375	0.9687564295
400	0.09835082941	0.975140625	0.9688247051
401	0.09822402889	0.9752109375	0.9689144044
402	0.09790856162	0.9755390625	0.9693318837
403	0.09774920729	0.9755546875	0.9693502728
404	0.09764490993	0.9756328125	0.9694488251
405	0.09733105436	0.975765625	0.9696144503
406	0.09715212918	0.975828125	0.9696934078
407	0.0969907597	0.9758984375	0.9697789011
408	0.09685525928	0.9759296875	0.969818677
409	0.09674346272	0.975984375	0.9698893134
410	0.09631603286	0.9759296875	0.9698198595
411	0.09595126535	0.976109375	0.9700460378
412	0.09567716827	0.97609375	0.9700246856
413	0.09544104944	0.9762109375	0.9701713312
414	0.09524932177	0.976390625	0.9703934478
415	0.09509762097	0.9764921875	0.9705228304
416	0.09498225193	0.9765234375	0.9705666291
417	0.09477888028	0.9765859375	0.9706455626
418	0.09452635806	0.9767890625	0.9709019324
419	0.09439307507	0.9768515625	0.9709780107
420	0.09424635839	0.9769609375	0.9711162695
421	0.09406893918	0.9770703125	0.9712533913
422	0.09392804701	0.9771796875	0.9713893922
423	0.09379236164	0.97728125	0.9715153296
424	0.09366301575	0.9773984375	0.9716658668
425	0.09354886666	0.977484375	0.9717705599
426	0.0933758523	0.977515625	0.9718097402
427	0.09320959335	0.9775625	0.9718690618
428	0.09299887051	0.9777578125	0.9721158461
429	0.09289774733	0.9778046875	0.9721740663
430	0.09266072715	0.9779140625	0.9723101033
431	0.09251330138	0.977921875	0.9723201693
432	0.09245966894	0.977953125	0.9723593481
433	0.09229123853	0.9780546875	0.9724853317
434	0.09215674467	0.9780859375	0.9725272035
435	0.0920037201	0.978109375	0.97255793
436	0.09184953934	0.978125	0.9725764432
437	0.09175166845	0.9782734375	0.9727622648
438	0.09162685621	0.978359375	0.9728729238
439	0.09150901959	0.978390625	0.9729073207
440	0.0913590408	0.9784375	0.9729666197
441	0.09117365399	0.9785703125	0.9731349715
442	0.09102344294	0.9785625	0.9731259671
443	0.09090241775	0.97871875	0.9733234096
444	0.09079409817	0.97878125	0.973400192
445	0.09062414029	0.978921875	0.9735769969
446	0.09048573924	0.9790390625	0.9737257014
447	0.09036940847	0.979140625	0.973853777
448	0.09016791874	0.9791484375	0.9738668964
449	0.09006116367	0.9791796875	0.9739050398
450	0.08994160991	0.9791640625	0.9738834105
451	0.08977474678	0.97925	0.9739924014
452	0.08963613492	0.9793984375	0.9741776912
453	0.08951667935	0.979484375	0.9742866655
454	0.08933926625	0.979546875	0.9743624897
455	0.08920991706	0.9796484375	0.9744905453
456	0.0890735915	0.9796875	0.9745442441
457	0.08884023934	0.9797109375	0.9745733671
458	0.08870441425	0.9797109375	0.9745728692
459	0.08852736056	0.9799453125	0.974866106
460	0.08837747427	0.980015625	0.9749544716
461	0.08803260354	0.980203125	0.9751923717
462	0.08789455525	0.98021875	0.9752104954
463	0.08756525919	0.980359375	0.9753857602
464	0.08738527981	0.9803984375	0.9754330308
465	0.08720725856	0.980609375	0.975698592
466	0.08708725918	0.9806484375	0.9757487346
467	0.08693715164	0.9806953125	0.9758065306
468	0.08676915662	0.9806953125	0.9758065306
469	0.08660360331	0.9808984375	0.9760639079
470	0.08646143345	0.9809765625	0.9761636729
471	0.08602596084	0.98084375	0.9759979639
472	0.08579909355	0.980984375	0.9761760272
473	0.08546054507	0.980953125	0.9761382766
474	0.08533487639	0.980984375	0.9761764936
475	0.08519926187	0.9811328125	0.9763626932
476	0.08508069723	0.9812265625	0.976480606
477	0.08477495869	0.9812734375	0.976541168
478	0.08450404225	0.98125	0.9765101985
479	0.08422689804	0.98134375	0.9766276475
480	0.08394077543	0.9814296875	0.9767382688
481	0.08369024117	0.9815390625	0.9768739173
482	0.08334982314	0.9815859375	0.976937152
483	0.0830780184	0.9815859375	0.9769380547
484	0.08292625142	0.9816796875	0.977055917
485	0.08273881962	0.981734375	0.9771246306
486	0.08257632252	0.981859375	0.9772798434
487	0.08239411582	0.981953125	0.9773959332
488	0.08223153394	0.9819140625	0.977348115
489	0.08213671207	0.98196875	0.9774163878
490	0.08198207623	0.982015625	0.9774742157
491	0.0818164775	0.9821015625	0.977581196
492	0.08168809043	0.9821640625	0.9776621039
493	0.08147941382	0.9822421875	0.9777586426
494	0.0812029728	0.9823046875	0.9778382239
495	0.08099927847	0.9823515625	0.9778952004
496	0.08074024321	0.98240625	0.9779626187
497	0.08061007997	0.9824609375	0.9780326233
498	0.0804801098	0.9824921875	0.978068759
499	0.08039716894	0.982546875	0.9781370496
500	0.0802639035	0.9825703125	0.9781666226
501	0.08012268364	0.982640625	0.9782553383
502	0.08002947047	0.982734375	0.9783731945
503	0.0799182895	0.9828671875	0.9785389245
