iter	Logloss	Accuracy	F1
504	0.07980328984	0.982921875	0.9786072184
505	0.07965567793	0.98309375	0.9788266604
506	0.07950540185	0.983140625	0.9788849533
507	0.07928704925	0.983140625	0.9788853665
508	0.07909656231	0.9833125	0.9791010313
509	0.07896930575	0.9834296875	0.9792484028
510	0.07863996784	0.983296875	0.9790826909
511	0.07850707323	0.9833671875	0.9791701318
512	0.07828868961	0.9834140625	0.9792304607
513	0.07814720393	0.9835625	0.9794165411
514	0.07801980366	0.9836015625	0.9794660588
515	0.07791169181	0.983765625	0.9796724904
516	0.07782682538	0.983828125	0.9797495598
517	0.07762452796	0.9838828125	0.9798202111
518	0.07750231585	0.9839375	0.9798884867
519	0.07735783957	0.984015625	0.9799874799
520	0.07727609153	0.9840234375	0.9799935431
521	0.07716208505	0.98409375	0.9800821757
522	0.07703161456	0.98425	0.980278218
523	0.07679147047	0.984265625	0.9802973978
524	0.07666334508	0.98428125	0.980315808
525	0.07655284228	0.9843515625	0.9804044337
526	0.07646573986	0.984421875	0.9804930542
527	0.07633795833	0.9845	0.9805924013
528	0.07612134055	0.9845234375	0.9806226952
529	0.0760163977	0.984625	0.9807489142
530	0.07589633505	0.984765625	0.9809264838
531	0.07578641848	0.98484375	0.9810239255
532	0.07568958638	0.9849375	0.9811413033
533	0.07554259638	0.9849375	0.9811420411
534	0.07541207779	0.9849609375	0.9811741465
535	0.07529258563	0.9850234375	0.9812523838
536	0.0750924271	0.985078125	0.9813206588
537	0.07502874806	0.9851015625	0.9813498156
538	0.07493596622	0.9851484375	0.9814081311
539	0.07479386473	0.98525	0.9815358135
540	0.07465210481	0.98534375	0.9816524529
541	0.07456918933	0.985375	0.9816922896
542	0.07442316454	0.9854296875	0.9817609263
543	0.07429247521	0.985453125	0.9817897311
544	0.07416385656	0.9855078125	0.9818576584
545	0.07406107618	0.9856171875	0.9819956383
546	0.07400426903	0.9856640625	0.9820550182
547	0.07387297746	0.985703125	0.9821044397
548	0.07373929606	0.9858359375	0.9822705092
549	0.0736081635	0.9859453125	0.9824050076
550	0.07343980124	0.9859921875	0.9824671197
551	0.07318871455	0.9859765625	0.9824468761
552	0.07306858108	0.9859296875	0.9823888916
553	0.07297029205	0.986078125	0.9825738314
554	0.07274144845	0.9861953125	0.9827203474
555	0.0726403665	0.9861953125	0.9827210232
556	0.07254489997	0.986265625	0.9828095359
557	0.07244735466	0.9863671875	0.9829361548
558	0.07229711601	0.9864375	0.9830249932
559	0.07220218001	0.98646875	0.9830644373
560	0.07205676557	0.986546875	0.9831632054
561	0.07180664748	0.9865703125	0.9831920448
562	0.07169165976	0.986609375	0.9832414252
563	0.07153968113	0.9867109375	0.9833677191
564	0.0713268654	0.986765625	0.9834372983
565	0.07120156832	0.986796875	0.9834773767
566	0.07108827772	0.9868359375	0.9835270655
567	0.07084027907	0.9869375	0.9836546357
568	0.0707426677	0.9869765625	0.983704312
569	0.07064830905	0.9870625	0.9838126332
570	0.07049684832	0.9870625	0.9838126332
571	0.0703674641	0.98715625	0.9839296188
572	0.07025664986	0.987140625	0.9839091247
573	0.07014675525	0.9872890625	0.9840950193
574	0.07007759057	0.987296875	0.9841049503
575	0.06993073301	0.987265625	0.9840649135
576	0.06983843167	0.987328125	0.9841437425
577	0.0696949101	0.987359375	0.9841837732
578	0.06956545166	0.987453125	0.9842989265
579	0.0694470489	0.9875390625	0.9844075352
580	0.06933967621	0.987578125	0.9844562625
581	0.06926247522	0.98765625	0.9845531158
582	0.06917774878	0.9876640625	0.9845627414
583	0.06912141164	0.9876953125	0.9846015467
584	0.06898634455	0.9877421875	0.9846599075
585	0.06888889139	0.987828125	0.9847673054
586	0.06879419429	0.987890625	0.984846411
587	0.0686914717	0.9879609375	0.9849357251
588	0.0685562746	0.9880390625	0.9850326037
589	0.06850109678	0.9880546875	0.9850518639
590	0.06837676526	0.9881484375	0.9851697608
591	0.06824672364	0.988234375	0.9852765774
592	0.0681499661	0.9883125	0.9853749145
593	0.06803715181	0.9883828125	0.9854624732
594	0.0679267218	0.9884609375	0.985559955
595	0.0677930457	0.988484375	0.985589144
596	0.06766820715	0.98853125	0.9856483654
597	0.06758731968	0.988640625	0.9857860676
598	0.06743162437	0.98859375	0.9857285293
599	0.06735745337	0.988578125	0.9857084205
600	0.06726510029	0.98865625	0.9858070066
601	0.06712777009	0.988765625	0.9859449527
602	0.06700508578	0.9888515625	0.9860512399
603	0.0669136668	0.988859375	0.9860611511
604	0.06671482454	0.988921875	0.9861404332
605	0.06657572457	0.9889140625	0.9861299813
606	0.06642954556	0.9889375	0.9861580872
607	0.06622267224	0.9890546875	0.9863064578
608	0.06607766683	0.9891328125	0.98640287
609	0.065980147	0.9891484375	0.9864226856
610	0.06587480737	0.9892109375	0.9865006207
611	0.06576821812	0.9891875	0.9864711632
612	0.06568393478	0.9892578125	0.9865597967
613	0.06557569065	0.989375	0.9867060273
614	0.06545206964	0.9894140625	0.9867550316
615	0.06534432816	0.9894609375	0.9868131653
616	0.06525235786	0.9895625	0.9869401161
617	0.06516316509	0.989578125	0.9869601767
618	0.06503836445	0.9896640625	0.9870675751
619	0.06486889765	0.989671875	0.9870782344
620	0.06478949882	0.989703125	0.9871175838
621	0.06461123403	0.9896953125	0.9871086916
622	0.06450781539	0.98971875	0.9871378865
623	0.06436686383	0.989703125	0.9871185911
624	0.06423222884	0.9897734375	0.9872064271
625	0.06406360504	0.98984375	0.9872942648
626	0.06396725684	0.9898203125	0.9872653173
627	0.06382673026	0.9898203125	0.9872658151
628	0.06371408304	0.9898203125	0.987266064
629	0.06361006298	0.9898828125	0.9873435041
630	0.06351868123	0.98996875	0.9874508884
631	0.06332847547	0.99	0.9874914492
632	0.06322664187	0.990046875	0.9875500831
633	0.06308040303	0.990078125	0.9875889297
634	0.06296167341	0.990078125	0.9875894148
635	0.06285826048	0.990109375	0.9876287451
636	0.06278481131	0.990171875	0.9877066802
637	0.06264945116	0.990265625	0.9878241836
638	0.06256857308	0.990296875	0.987863034
639	0.0624781328	0.990328125	0.9879030682
640	0.06237047866	0.9904453125	0.9880499888
641	0.06227337059	0.9905078125	0.9881276933
642	0.06214778892	0.9905625	0.9881952859
643	0.06204196964	0.99059375	0.9882339145
644	0.06194209519	0.9906015625	0.9882440316
645	0.06185342714	0.9906875	0.9883520951
646	0.06179520979	0.9907109375	0.9883812967
647	0.06169775926	0.990796875	0.9884886743
648	0.06160058853	0.9908515625	0.9885574133
649	0.06152713248	0.990875	0.9885861705
650	0.06143227002	0.9909296875	0.9886557947
651	0.06133902806	0.99096875	0.9887043189
652	0.06124299703	0.9910078125	0.9887539449
653	0.06114743758	0.9911171875	0.9888905174
654	0.06103096024	0.991109375	0.9888808551
655	0.06093645378	0.9911015625	0.9888709756
656	0.060879103	0.991125	0.9889001798
657	0.06074692908	0.99121875	0.9890182898
658	0.06065602589	0.9912578125	0.9890668204
659	0.06056270159	0.9912734375	0.9890865746
660	0.06049345306	0.9913203125	0.9891451964
661	0.06042789341	0.9913828125	0.9892235694
662	0.0603946898	0.99140625	0.9892529847
663	0.0603049764	0.9913671875	0.9892044511
664	0.06020539451	0.991359375	0.9891945758
665	0.05999456211	0.991328125	0.9891544369
666	0.05988359456	0.9913671875	0.9892033963
667	0.05980920967	0.99140625	0.9892523547
668	0.05971494294	0.99140625	0.9892523547
669	0.05960000445	0.9914921875	0.9893603509
670	0.05952717239	0.9915234375	0.9893996385
671	0.0594541526	0.9915859375	0.9894780035
672	0.05935237951	0.99159375	0.9894878759
673	0.0592416052	0.9916796875	0.9895950369
674	0.05908083479	0.9917265625	0.9896546671
675	0.05898346453	0.991734375	0.9896643351
676	0.05883152901	0.991796875	0.9897420868
677	0.05870294764	0.9918046875	0.9897519563
678	0.05860152787	0.9918125	0.9897622257
679	0.05851589104	0.991890625	0.9898599144
680	0.05841141227	0.9919375	0.9899181337
681	0.05822960259	0.992	0.9899953103
682	0.05809603404	0.9920625	0.990073278
683	0.05791742542	0.9920390625	0.9900444531
684	0.05786088227	0.9921015625	0.9901224195
685	0.05779023191	0.992125	0.9901516336
686	0.05771060095	0.9921640625	0.9901998144
687	0.0576002278	0.9921796875	0.9902193561
688	0.057518549	0.99221875	0.9902683056
689	0.05742840819	0.9922734375	0.9903364177
690	0.05732259767	0.992390625	0.9904840065
691	0.05724244403	0.9924140625	0.9905134092
692	0.05716680358	0.992453125	0.9905627198
693	0.05704120403	0.99246875	0.9905820747
694	0.05695352026	0.9925078125	0.9906317466
695	0.056879216	0.9925546875	0.9906901773
696	0.05669255602	0.9926875	0.9908570535
697	0.05659382031	0.9927265625	0.9909056276
698	0.0564555909	0.9927109375	0.9908862688
699	0.05633717358	0.992765625	0.9909542044
700	0.05621147796	0.99271875	0.9908959481
701	0.0561334131	0.99278125	0.9909732127
702	0.05605336529	0.992796875	0.9909931032
703	0.05594962602	0.992875	0.9910909659
704	0.05585196707	0.99290625	0.9911300406
705	0.05579695898	0.9929296875	0.991159433
706	0.05568170669	0.9929140625	0.9911397228
707	0.05557108851	0.9929765625	0.9912178729
708	0.0553824339	0.99296875	0.9912076747
709	0.05521781902	0.9930703125	0.9913345903
710	0.05504756486	0.993109375	0.9913843629
711	0.05495061036	0.99309375	0.9913634765
712	0.05485954786	0.9931640625	0.9914513214
713	0.05476344644	0.993203125	0.991500254
714	0.05458284363	0.9932578125	0.9915698782
715	0.05449023929	0.9932890625	0.991608296
716	0.0543923914	0.9933828125	0.9917253642
717	0.05434252224	0.9933984375	0.9917449028
718	0.0542299868	0.9933828125	0.9917255258
719	0.05415849459	0.9934140625	0.9917644415
720	0.05409589553	0.9934453125	0.9918035189
721	0.05399942584	0.993484375	0.991852286
722	0.05389975418	0.9935	0.9918719837
723	0.0537745439	0.993546875	0.9919304416
724	0.05369007011	0.993609375	0.9920085971
725	0.0535974062	0.993703125	0.9921255227
726	0.05348379854	0.9937734375	0.9922136793
727	0.05341311346	0.9938203125	0.9922722965
728	0.05334728435	0.993765625	0.9922038336
729	0.05327983953	0.9938046875	0.9922527575
730	0.05319533447	0.993921875	0.9923989292
731	0.0530993124	0.9939453125	0.9924284612
732	0.05297796041	0.9940234375	0.9925264505
733	0.05288856941	0.9940234375	0.9925264505
734	0.05281149087	0.9940546875	0.9925652374
735	0.05260821137	0.9940625	0.992576095
736	0.05255748103	0.9941328125	0.9926645113
737	0.05248173002	0.9941328125	0.9926646546
738	0.05234714383	0.99421875	0.9927724494
739	0.05215779256	0.9941796875	0.9927232592
740	0.05200797025	0.9941796875	0.9927229749
741	0.05184148794	0.9941875	0.9927322458
742	0.05174666875	0.9942265625	0.9927814408
743	0.05162900426	0.9942265625	0.9927812998
744	0.05154068791	0.994265625	0.9928303509
745	0.05143047612	0.99434375	0.9929278918
746	0.05133054128	0.9943671875	0.9929574025
747	0.0512202552	0.9943515625	0.9929382808
748	0.05112056667	0.9943359375	0.9929190229
749	0.05103576767	0.9943515625	0.9929385567
750	0.05096025425	0.994421875	0.9930266628
751	0.05088518191	0.9944453125	0.9930558947
752	0.05082000335	0.9944921875	0.9931143602
753	0.05072403415	0.9945078125	0.993133894
754	0.05059693002	0.994515625	0.9931439956
755	0.05049677111	0.994546875	0.993182928
756	0.0504125729	0.9945546875	0.9931922292
757	0.05032933168	0.994625	0.9932805938
758	0.05023283771	0.994640625	0.9932998652
759	0.05009564017	0.994640625	0.9932999961
760	0.05001104121	0.994671875	0.9933388029
761	0.04992944303	0.9947109375	0.9933880908
762	0.04985505035	0.9947890625	0.9934860101
763	0.04976155201	0.994828125	0.9935349037
764	0.04968477306	0.99484375	0.9935544357
765	0.04961212612	0.9948828125	0.9936033282
766	0.04954377413	0.994890625	0.993612907
767	0.04942362524	0.9949140625	0.9936418951
768	0.04935456293	0.994953125	0.9936911598
769	0.04929736412	0.9949921875	0.9937398064
770	0.04924735797	0.9949765625	0.9937203965
771	0.049149359	0.99503125	0.9937886986
772	0.04907348541	0.9950625	0.993828125
773	0.04902437646	0.9950546875	0.9938179368
774	0.04893515409	0.99509375	0.9938668281
775	0.04889558205	0.9951171875	0.9938960671
776	0.04877712934	0.995125	0.993906012
777	0.04866219512	0.9951328125	0.9939155997
778	0.04857196148	0.99515625	0.9939453125
779	0.04846989615	0.9951796875	0.9939750212
780	0.04837875807	0.99521875	0.9940240211
781	0.04827604583	0.9952421875	0.9940529086
782	0.04818912433	0.9952890625	0.9941117306
783	0.04808126022	0.9953203125	0.9941506762
784	0.0480325708	0.995359375	0.9941996719
785	0.04796497067	0.995359375	0.9941995586
786	0.04789211393	0.995375	0.9942192016
787	0.04783749212	0.995421875	0.9942777908
788	0.04777939065	0.9954375	0.9942976546
789	0.04769387421	0.9954765625	0.9943464209
790	0.04763559358	0.9954921875	0.9943660597
791	0.0475449225	0.9955078125	0.9943856977
792	0.04750475797	0.995515625	0.994395407
793	0.04739459273	0.995609375	0.9945126833
794	0.0473096696	0.99559375	0.9944931555
795	0.04721817919	0.9956640625	0.9945808719
796	0.04713546555	0.995671875	0.9945904777
797	0.04702138928	0.995671875	0.994590372
798	0.04695894902	0.9957265625	0.9946589855
799	0.04687166833	0.995765625	0.9947079615
800	0.04682966904	0.995765625	0.9947078581
801	0.04676189511	0.995765625	0.9947079615
802	0.04669831664	0.9957890625	0.9947374074
803	0.04664754765	0.995828125	0.9947863782
804	0.04656914228	0.995875	0.9948448576
805	0.04650348374	0.9958828125	0.9948544704
806	0.0464100163	0.9959453125	0.9949328777
807	0.04634461734	0.99596875	0.9949621183
808	0.04628936815	0.9960703125	0.9950893772
809	0.04622800189	0.9961015625	0.9951284279
810	0.04610800681	0.996140625	0.9951771
811	0.04603638066	0.99615625	0.9951966259
812	0.04595822808	0.996171875	0.995215965
813	0.0458377922	0.9961875	0.9952353056
814	0.04572464521	0.996203125	0.9952550184
815	0.04566533406	0.996171875	0.995215965
816	0.04558462177	0.9962734375	0.9953433885
817	0.0454936812	0.996234375	0.9952941636
818	0.04542107171	0.9961953125	0.9952454871
819	0.04536247818	0.9962734375	0.9953429339
820	0.04525564156	0.99628125	0.9953528332
821	0.045171772	0.9963125	0.9953917951
822	0.04509671718	0.9963203125	0.9954015133
823	0.04502729391	0.9963671875	0.9954599154
824	0.04491915583	0.996359375	0.9954502851
825	0.04484455445	0.996390625	0.9954896027
826	0.04479676186	0.9964140625	0.9955190222
827	0.04465480602	0.996375	0.9954699002
828	0.0445576801	0.996453125	0.9955676182
829	0.04449192999	0.9964609375	0.9955775107
830	0.04437717571	0.99646875	0.9955871441
831	0.04428163324	0.9964765625	0.995597122
832	0.04419326097	0.9964921875	0.9956164758
833	0.04407649303	0.9965703125	0.9957143554
834	0.0439960721	0.996546875	0.9956850265
835	0.04391885949	0.9966015625	0.9957536533
836	0.04385099801	0.9966015625	0.9957536533
837	0.04377673926	0.9966796875	0.9958511085
838	0.0436427174	0.9966328125	0.9957924538
839	0.04357992243	0.996640625	0.995802257
840	0.0435132324	0.9966796875	0.9958510275
841	0.04347812136	0.99665625	0.9958217814
842	0.04342827305	0.9966875	0.995860911
843	0.04332966775	0.996703125	0.9958805154
844	0.04326315746	0.9967890625	0.9959880128
845	0.04317078036	0.996796875	0.995997579
846	0.04310821007	0.9968203125	0.9960269814
847	0.04302283326	0.9968671875	0.9960855517
848	0.04298626071	0.9968359375	0.9960465048
849	0.04293677142	0.9968515625	0.9960661051
850	0.04285851962	0.9969140625	0.996144122
851	0.0427918403	0.9969140625	0.9961443478
852	0.04273718524	0.9969375	0.9961736686
853	0.04266806485	0.9969921875	0.9962421793
854	0.042580777	0.9970078125	0.9962616275
855	0.04250666428	0.99703125	0.9962910184
856	0.04245826049	0.9970625	0.996330132
857	0.04236972726	0.997078125	0.9963495813
858	0.04230734321	0.997078125	0.9963495813
859	0.04222753248	0.997140625	0.9964278046
860	0.0421447916	0.9971875	0.9964864337
861	0.04207000386	0.9972109375	0.9965158155
862	0.04201874788	0.997203125	0.9965060899
863	0.04196400183	0.9972578125	0.9965743732
864	0.04191027239	0.99728125	0.9966036189
865	0.04178185475	0.9973125	0.9966425267
866	0.04172948012	0.997375	0.9967207355
867	0.04164642106	0.9973828125	0.9967303357
868	0.04159111271	0.99740625	0.9967596479
869	0.04154788413	0.99740625	0.9967596479
870	0.04148320313	0.9974375	0.9967988132
871	0.04142524335	0.9974609375	0.9968281852
872	0.04134928407	0.9974609375	0.9968280614
873	0.04129532588	0.997484375	0.9968573102
874	0.0412482488	0.997484375	0.9968574329
875	0.04119330637	0.9975234375	0.9969063211
876	0.04113734995	0.99753125	0.99691599
877	0.04107799877	0.997515625	0.9968964104
878	0.04100972644	0.9975234375	0.9969062607
879	0.04096302865	0.9975234375	0.9969061399
880	0.04086533613	0.9975078125	0.9968864987
881	0.04074089109	0.9975390625	0.9969257195
882	0.04071884845	0.997546875	0.9969354492
883	0.04065577361	0.997546875	0.9969354492
884	0.04060308847	0.9975703125	0.9969648173
885	0.04053979818	0.99759375	0.9969939489
886	0.04046488039	0.9976171875	0.9970234319
887	0.04041936197	0.9976171875	0.9970234319
888	0.04035629987	0.997625	0.9970331622
889	0.04029396482	0.99765625	0.9970722567
890	0.04019488614	0.997640625	0.9970526809
891	0.04013727227	0.99765625	0.9970722567
892	0.04004270762	0.9976171875	0.9970233738
893	0.03999508348	0.997640625	0.9970526234
894	0.03989610027	0.99771875	0.9971502742
895	0.03977984131	0.9976796875	0.9971014493
896	0.03971522913	0.997765625	0.9972089392
897	0.03963462496	0.9977421875	0.9971795247
898	0.03955327955	0.9977734375	0.997218671
899	0.0394962104	0.9978125	0.9972674929
900	0.03943134582	0.9978203125	0.9972773847
901	0.03934487842	0.99784375	0.997306739
902	0.03928535739	0.997875	0.9973458236
903	0.03918138305	0.997875	0.9973457718
904	0.03911926775	0.9978828125	0.9973555558
905	0.03905276453	0.997890625	0.9973653396
906	0.03899370049	0.9978984375	0.997375072
907	0.03892077802	0.9978671875	0.9973359876
908	0.03887324192	0.9979140625	0.9973945373
909	0.03880547377	0.9979375	0.9974237368
910	0.03870360702	0.9979296875	0.9974140034
911	0.03863063236	0.998	0.9975019028
912	0.03856443209	0.99796875	0.9974627215
913	0.03850858987	0.99796875	0.997462771
914	0.03844618441	0.99796875	0.997462771
915	0.03840718652	0.9979921875	0.9974920712
916	0.03835934062	0.9980078125	0.9975116368
917	0.03829332002	0.998015625	0.997521516
918	0.03822222849	0.9980078125	0.9975116853
919	0.03815294089	0.998015625	0.9975213225
920	0.03808117053	0.9980234375	0.9975311051
921	0.03803640734	0.9980546875	0.9975701865
922	0.03800692796	0.9980703125	0.9975897501
923	0.03794273547	0.9980390625	0.9975506699
924	0.03791098175	0.998046875	0.9975604044
925	0.0378748738	0.9980390625	0.9975506699
926	0.03782684842	0.99803125	0.9975409356
927	0.03777358032	0.998109375	0.9976384714
928	0.03774419857	0.998125	0.9976579882
929	0.03769163192	0.9981484375	0.9976872859
930	0.0376437407	0.998171875	0.9977165385
931	0.03757555539	0.998140625	0.9976775956
932	0.03749554849	0.9981484375	0.9976873762
933	0.03744386091	0.998140625	0.997677641
934	0.03735732962	0.9981640625	0.9977068473
935	0.03729521861	0.9981875	0.9977360995
936	0.03725319133	0.9981875	0.9977361436
937	0.03717310242	0.9981953125	0.9977459236
938	0.03708771995	0.9981953125	0.9977460116
939	0.03701488121	0.9982265625	0.9977849985
940	0.03694261942	0.998265625	0.9978338505
941	0.03689175839	0.9982890625	0.9978631019
942	0.03681391645	0.9982890625	0.9978631436
943	0.03676852045	0.9983203125	0.997902173
944	0.03672669984	0.998328125	0.9979119099
945	0.03667170041	0.99834375	0.9979314651
946	0.03660828893	0.9983359375	0.9979217282
947	0.03654718713	0.998359375	0.9979510196
948	0.03648315572	0.9983828125	0.9979803105
949	0.03640703581	0.998390625	0.997990087
950	0.03628863369	0.998421875	0.9980291529
951	0.03619678146	0.9984140625	0.9980193769
952	0.03613203876	0.9984453125	0.9980584419
953	0.03609739977	0.9984609375	0.998077955
954	0.03605594667	0.9984609375	0.99807788
955	0.03599014083	0.9984609375	0.99807788
956	0.03592255692	0.998484375	0.9981072063
957	0.03588334319	0.9985	0.9981267196
958	0.03582053722	0.9985234375	0.9981559716
959	0.03575907715	0.9985234375	0.9981560076
960	0.03571542639	0.9985390625	0.9981755208
961	0.0356715661	0.9985390625	0.9981755208
962	0.03560357713	0.99853125	0.9981657463
963	0.03552879599	0.9985703125	0.9982145819
964	0.03548388316	0.9985703125	0.9982145819
965	0.03542313335	0.9985703125	0.9982145819
966	0.03539132371	0.998578125	0.9982243556
967	0.03535082755	0.998578125	0.9982243209
968	0.03528041548	0.9986328125	0.998292633
969	0.03522560536	0.99865625	0.9983219512
970	0.03518372632	0.9986796875	0.9983511713
971	0.03512189833	0.99865625	0.9983219185
972	0.03505690809	0.9986953125	0.998370684
973	0.034995628	0.9987265625	0.9984096785
974	0.03496713436	0.998734375	0.9984194505
975	0.03493605815	0.998734375	0.9984194814
976	0.0349049363	0.9987421875	0.998429253
977	0.03486278337	0.99875	0.9984390244
978	0.03481169096	0.9987578125	0.9984487956
979	0.03475978398	0.9987734375	0.9984682777
980	0.03469860798	0.99878125	0.9984780785
981	0.03466002338	0.9988046875	0.9985073025
982	0.03461064926	0.9987890625	0.9984877606
983	0.03455801618	0.998796875	0.9984975023
984	0.03450903097	0.998796875	0.9984975023
985	0.03437419377	0.9987890625	0.9984877606
986	0.03434656838	0.998796875	0.9984975317
987	0.03430257125	0.9988046875	0.9985073316
988	0.03426816365	0.9988203125	0.9985268724
989	0.03421765639	0.9988515625	0.9985658677
990	0.03414521883	0.9988515625	0.9985658677
991	0.0340980329	0.9988671875	0.9985853797
992	0.03403324413	0.9988515625	0.9985658677
993	0.03397767162	0.9988671875	0.9985853521
994	0.03392797494	0.998859375	0.9985755542
995	0.03391312078	0.998859375	0.9985755542
996	0.03386361815	0.998875	0.9985950945
997	0.0338031726	0.9988984375	0.9986244037
998	0.03375263948	0.998890625	0.9986146341
999	0.03369359556	0.99890625	0.9986341463
